Unnamed: 0,dt,visibility,pop,dt_txt,weather_id,weather_main,weather_description,temp,feels_like,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,temp_kf,wind_speed,wind_deg,rain,lat,lon,id,name,CrawlerTime
33,1674432000,10000,0.0,2023-01-23 00:00:00,800,Clear,晴,290.97,290.37,290.97,290.97,1017,1017,1004,60,0.0,2.11,19,,24.0753,120.5694,500,彰化縣彰化市,2023-01-19 04:00:00
34,1674442800,10000,0.0,2023-01-23 03:00:00,800,Clear,晴,295.04,294.83,295.04,295.04,1017,1017,1004,59,0.0,3.79,344,,24.0753,120.5694,500,彰化縣彰化市,2023-01-19 04:00:00
35,1674453600,10000,0.0,2023-01-23 06:00:00,800,Clear,晴,295.68,295.58,295.68,295.68,1014,1014,1002,61,0.0,5.71,351,,24.0753,120.5694,500,彰化縣彰化市,2023-01-19 04:00:00
36,1674464400,10000,0.0,2023-01-23 09:00:00,800,Clear,晴,293.19,293.13,293.19,293.19,1015,1015,1002,72,0.0,6.89,7,,24.0753,120.5694,500,彰化縣彰化市,2023-01-19 04:00:00
37,1674475200,10000,0.0,2023-01-23 12:00:00,800,Clear,晴,290.74,290.64,290.74,290.74,1016,1016,1004,80,0.0,6.34,15,,24.0753,120.5694,500,彰化縣彰化市,2023-01-19 04:00:00
38,1674486000,10000,0.0,2023-01-23 15:00:00,802,Clouds,多雲,289.87,289.69,289.87,289.87,1017,1017,1004,80,0.0,6.0,25,,24.0753,120.5694,500,彰化縣彰化市,2023-01-19 04:00:00
39,1674496800,10000,0.0,2023-01-23 18:00:00,803,Clouds,多雲,289.76,289.54,289.76,289.76,1017,1017,1005,79,0.0,6.74,21,,24.0753,120.5694,500,彰化縣彰化市,2023-01-19 04:00:00
0,1674075600,10000,0.0,2023-01-18 21:00:00,800,Clear,晴,286.34,285.86,286.34,286.74,1022,1022,1008,82,-0.4,5.26,23,,24.0753,120.5694,500,彰化縣彰化市,2023-01-19 05:00:00
1,1674086400,10000,0.0,2023-01-19 00:00:00,800,Clear,晴,287.0,286.45,287.0,288.33,1022,1022,1009,77,-1.33,4.4,21,,24.0753,120.5694,500,彰化縣彰化市,2023-01-19 05:00:00
2,1674097200,10000,0.0,2023-01-19 03:00:00,800,Clear,晴,290.79,290.23,290.79,293.02,1022,1022,1010,62,-2.23,5.63,1,,24.0753,120.5694,500,彰化縣彰化市,2023-01-19 05:00:00
3,1674108000,10000,0.0,2023-01-19 06:00:00,800,Clear,晴,294.26,293.76,294.26,294.26,1019,1019,1007,51,0.0,6.63,354,,24.0753,120.5694,500,彰化縣彰化市,2023-01-19 05:00:00
4,1674118800,10000,0.0,2023-01-19 09:00:00,800,Clear,晴,291.89,291.46,291.89,291.89,1019,1019,1007,63,0.0,6.4,5,,24.0753,120.5694,500,彰化縣彰化市,2023-01-19 05:00:00
5,1674129600,10000,0.0,2023-01-19 12:00:00,800,Clear,晴,289.67,289.28,289.67,289.67,1021,1021,1008,73,0.0,5.49,16,,24.0753,120.5694,500,彰化縣彰化市,2023-01-19 05:00:00
6,1674140400,10000,0.0,2023-01-19 15:00:00,800,Clear,晴,288.89,288.5,288.89,288.89,1021,1021,1009,76,0.0,4.84,19,,24.0753,120.5694,500,彰化縣彰化市,2023-01-19 05:00:00
7,1674151200,10000,0.0,2023-01-19 18:00:00,800,Clear,晴,288.18,287.75,288.18,288.18,1022,1022,1009,77,0.0,5.06,22,,24.0753,120.5694,500,彰化縣彰化市,2023-01-19 05:00:00
8,1674162000,10000,0.0,2023-01-19 21:00:00,800,Clear,晴,287.69,287.21,287.69,287.69,1021,1021,1008,77,0.0,5.48,26,,24.0753,120.5694,500,彰化縣彰化市,2023-01-19 05:00:00
9,1674172800,10000,0.0,2023-01-20 00:00:00,800,Clear,晴,289.04,288.49,289.04,289.04,1023,1023,1010,69,0.0,5.02,24,,24.0753,120.5694,500,彰化縣彰化市,2023-01-19 05:00:00
10,1674183600,10000,0.0,2023-01-20 03:00:00,800,Clear,晴,293.68,293.15,293.68,293.68,1022,1022,1010,52,0.0,5.49,3,,24.0753,120.5694,500,彰化縣彰化市,2023-01-19 05:00:00
11,1674194400,10000,0.0,2023-01-20 06:00:00,800,Clear,晴,294.69,294.23,294.69,294.69,1019,1019,1007,51,0.0,7.4,359,,24.0753,120.5694,500,彰化縣彰化市,2023-01-19 05:00:00
12,1674205200,10000,0.0,2023-01-20 09:00:00,800,Clear,晴,292.27,291.78,292.27,292.27,1019,1019,1007,59,0.0,7.49,8,,24.0753,120.5694,500,彰化縣彰化市,2023-01-19 05:00:00
13,1674216000,10000,0.0,2023-01-20 12:00:00,800,Clear,晴,289.61,289.03,289.61,289.61,1021,1021,1008,66,0.0,6.24,19,,24.0753,120.5694,500,彰化縣彰化市,2023-01-19 05:00:00
14,1674226800,10000,0.0,2023-01-20 15:00:00,800,Clear,晴,288.87,288.27,288.87,288.87,1021,1021,1009,68,0.0,4.87,22,,24.0753,120.5694,500,彰化縣彰化市,2023-01-19 05:00:00
15,1674237600,10000,0.0,2023-01-20 18:00:00,802,Clouds,多雲,289.01,288.4,289.01,289.01,1021,1021,1008,67,0.0,4.3,23,,24.0753,120.5694,500,彰化縣彰化市,2023-01-19 05:00:00
16,1674248400,10000,0.0,2023-01-20 21:00:00,804,Clouds,陰，多雲,289.25,288.64,289.25,289.25,1020,1020,1008,66,0.0,4.06,31,,24.0753,120.5694,500,彰化縣彰化市,2023-01-19 05:00:00
17,1674259200,10000,0.0,2023-01-21 00:00:00,804,Clouds,陰，多雲,290.1,289.47,290.1,290.1,1021,1021,1009,62,0.0,2.81,26,,24.0753,120.5694,500,彰化縣彰化市,2023-01-19 05:00:00
18,1674270000,10000,0.0,2023-01-21 03:00:00,804,Clouds,陰，多雲,292.79,292.25,292.79,292.79,1021,1021,1008,55,0.0,2.78,342,,24.0753,120.5694,500,彰化縣彰化市,2023-01-19 05:00:00
19,1674280800,10000,0.0,2023-01-21 06:00:00,803,Clouds,多雲,294.96,294.58,294.96,294.96,1018,1018,1005,53,0.0,4.21,345,,24.0753,120.5694,500,彰化縣彰化市,2023-01-19 05:00:00
20,1674291600,10000,0.0,2023-01-21 09:00:00,800,Clear,晴,293.29,293.03,293.29,293.29,1017,1017,1005,64,0.0,4.82,354,,24.0753,120.5694,500,彰化縣彰化市,2023-01-19 05:00:00
21,1674302400,10000,0.0,2023-01-21 12:00:00,800,Clear,晴,290.91,290.8,290.91,290.91,1019,1019,1006,79,0.0,3.25,17,,24.0753,120.5694,500,彰化縣彰化市,2023-01-19 05:00:00
22,1674313200,10000,0.0,2023-01-21 15:00:00,800,Clear,晴,290.32,290.13,290.32,290.32,1019,1019,1006,78,0.0,0.66,68,,24.0753,120.5694,500,彰化縣彰化市,2023-01-19 05:00:00
23,1674324000,10000,0.0,2023-01-21 18:00:00,800,Clear,晴,289.72,289.52,289.72,289.72,1019,1019,1006,80,0.0,0.53,87,,24.0753,120.5694,500,彰化縣彰化市,2023-01-19 05:00:00
24,1674334800,10000,0.0,2023-01-21 21:00:00,800,Clear,晴,289.08,288.77,289.08,289.08,1018,1018,1005,78,0.0,1.62,135,,24.0753,120.5694,500,彰化縣彰化市,2023-01-19 05:00:00
25,1674345600,10000,0.0,2023-01-22 00:00:00,800,Clear,晴,290.63,290.26,290.63,290.63,1019,1019,1007,70,0.0,0.63,177,,24.0753,120.5694,500,彰化縣彰化市,2023-01-19 05:00:00
26,1674356400,10000,0.0,2023-01-22 03:00:00,800,Clear,晴,294.51,294.29,294.51,294.51,1019,1019,1007,61,0.0,2.68,309,,24.0753,120.5694,500,彰化縣彰化市,2023-01-19 05:00:00
27,1674367200,10000,0.0,2023-01-22 06:00:00,800,Clear,晴,295.56,295.37,295.56,295.56,1015,1015,1003,58,0.0,2.98,331,,24.0753,120.5694,500,彰化縣彰化市,2023-01-19 05:00:00
28,1674378000,10000,0.0,2023-01-22 09:00:00,800,Clear,晴,292.94,292.78,292.94,292.94,1015,1015,1003,69,0.0,3.61,339,,24.0753,120.5694,500,彰化縣彰化市,2023-01-19 05:00:00
29,1674388800,10000,0.0,2023-01-22 12:00:00,800,Clear,晴,290.63,290.5,290.63,290.63,1017,1017,1005,79,0.0,2.64,16,,24.0753,120.5694,500,彰化縣彰化市,2023-01-19 05:00:00
30,1674399600,10000,0.0,2023-01-22 15:00:00,800,Clear,晴,290.62,290.3,290.62,290.62,1017,1017,1004,72,0.0,1.31,71,,24.0753,120.5694,500,彰化縣彰化市,2023-01-19 05:00:00
31,1674410400,10000,0.0,2023-01-22 18:00:00,800,Clear,晴,290.28,289.77,290.28,290.28,1017,1017,1004,66,0.0,0.51,82,,24.0753,120.5694,500,彰化縣彰化市,2023-01-19 05:00:00
32,1674421200,10000,0.0,2023-01-22 21:00:00,800,Clear,晴,289.6,288.97,289.6,289.6,1016,1016,1003,64,0.0,1.93,34,,24.0753,120.5694,500,彰化縣彰化市,2023-01-19 05:00:00
33,1674432000,10000,0.0,2023-01-23 00:00:00,800,Clear,晴,290.97,290.37,290.97,290.97,1017,1017,1004,60,0.0,2.11,19,,24.0753,120.5694,500,彰化縣彰化市,2023-01-19 05:00:00
34,1674442800,10000,0.0,2023-01-23 03:00:00,800,Clear,晴,295.04,294.83,295.04,295.04,1017,1017,1004,59,0.0,3.79,344,,24.0753,120.5694,500,彰化縣彰化市,2023-01-19 05:00:00
35,1674453600,10000,0.0,2023-01-23 06:00:00,800,Clear,晴,295.68,295.58,295.68,295.68,1014,1014,1002,61,0.0,5.71,351,,24.0753,120.5694,500,彰化縣彰化市,2023-01-19 05:00:00
36,1674464400,10000,0.0,2023-01-23 09:00:00,800,Clear,晴,293.19,293.13,293.19,293.19,1015,1015,1002,72,0.0,6.89,7,,24.0753,120.5694,500,彰化縣彰化市,2023-01-19 05:00:00
37,1674475200,10000,0.0,2023-01-23 12:00:00,800,Clear,晴,290.74,290.64,290.74,290.74,1016,1016,1004,80,0.0,6.34,15,,24.0753,120.5694,500,彰化縣彰化市,2023-01-19 05:00:00
38,1674486000,10000,0.0,2023-01-23 15:00:00,802,Clouds,多雲,289.87,289.69,289.87,289.87,1017,1017,1004,80,0.0,6.0,25,,24.0753,120.5694,500,彰化縣彰化市,2023-01-19 05:00:00
39,1674496800,10000,0.0,2023-01-23 18:00:00,803,Clouds,多雲,289.76,289.54,289.76,289.76,1017,1017,1005,79,0.0,6.74,21,,24.0753,120.5694,500,彰化縣彰化市,2023-01-19 05:00:00
0,1674086400,10000,0.0,2023-01-19 00:00:00,800,Clear,晴,286.9,286.34,286.9,288.33,1023,1023,1009,77,-1.43,4.4,21,,24.0753,120.5694,500,彰化縣彰化市,2023-01-19 06:00:00
1,1674097200,10000,0.0,2023-01-19 03:00:00,800,Clear,晴,290.74,290.17,290.74,293.02,1022,1022,1010,62,-2.28,5.63,1,,24.0753,120.5694,500,彰化縣彰化市,2023-01-19 06:00:00
2,1674108000,10000,0.0,2023-01-19 06:00:00,800,Clear,晴,294.26,293.76,294.26,294.26,1019,1019,1007,51,0.0,6.63,354,,24.0753,120.5694,500,彰化縣彰化市,2023-01-19 06:00:00
3,1674118800,10000,0.0,2023-01-19 09:00:00,800,Clear,晴,291.89,291.46,291.89,291.89,1019,1019,1007,63,0.0,6.4,5,,24.0753,120.5694,500,彰化縣彰化市,2023-01-19 06:00:00
4,1674129600,10000,0.0,2023-01-19 12:00:00,800,Clear,晴,289.67,289.28,289.67,289.67,1021,1021,1008,73,0.0,5.49,16,,24.0753,120.5694,500,彰化縣彰化市,2023-01-19 06:00:00
5,1674140400,10000,0.0,2023-01-19 15:00:00,800,Clear,晴,288.89,288.5,288.89,288.89,1021,1021,1009,76,0.0,4.84,19,,24.0753,120.5694,500,彰化縣彰化市,2023-01-19 06:00:00
6,1674151200,10000,0.0,2023-01-19 18:00:00,800,Clear,晴,288.18,287.75,288.18,288.18,1022,1022,1009,77,0.0,5.06,22,,24.0753,120.5694,500,彰化縣彰化市,2023-01-19 06:00:00
7,1674162000,10000,0.0,2023-01-19 21:00:00,800,Clear,晴,287.69,287.21,287.69,287.69,1021,1021,1008,77,0.0,5.48,26,,24.0753,120.5694,500,彰化縣彰化市,2023-01-19 06:00:00
8,1674172800,10000,0.0,2023-01-20 00:00:00,800,Clear,晴,289.04,288.49,289.04,289.04,1023,1023,1010,69,0.0,5.02,24,,24.0753,120.5694,500,彰化縣彰化市,2023-01-19 06:00:00
9,1674183600,10000,0.0,2023-01-20 03:00:00,800,Clear,晴,293.68,293.15,293.68,293.68,1022,1022,1010,52,0.0,5.49,3,,24.0753,120.5694,500,彰化縣彰化市,2023-01-19 06:00:00
10,1674194400,10000,0.0,2023-01-20 06:00:00,800,Clear,晴,294.69,294.23,294.69,294.69,1019,1019,1007,51,0.0,7.4,359,,24.0753,120.5694,500,彰化縣彰化市,2023-01-19 06:00:00
11,1674205200,10000,0.0,2023-01-20 09:00:00,800,Clear,晴,292.27,291.78,292.27,292.27,1019,1019,1007,59,0.0,7.49,8,,24.0753,120.5694,500,彰化縣彰化市,2023-01-19 06:00:00
12,1674216000,10000,0.0,2023-01-20 12:00:00,800,Clear,晴,289.61,289.03,289.61,289.61,1021,1021,1008,66,0.0,6.24,19,,24.0753,120.5694,500,彰化縣彰化市,2023-01-19 06:00:00
13,1674226800,10000,0.0,2023-01-20 15:00:00,800,Clear,晴,288.87,288.27,288.87,288.87,1021,1021,1009,68,0.0,4.87,22,,24.0753,120.5694,500,彰化縣彰化市,2023-01-19 06:00:00
14,1674237600,10000,0.0,2023-01-20 18:00:00,802,Clouds,多雲,289.01,288.4,289.01,289.01,1021,1021,1008,67,0.0,4.3,23,,24.0753,120.5694,500,彰化縣彰化市,2023-01-19 06:00:00
15,1674248400,10000,0.0,2023-01-20 21:00:00,804,Clouds,陰，多雲,289.25,288.64,289.25,289.25,1020,1020,1008,66,0.0,4.06,31,,24.0753,120.5694,500,彰化縣彰化市,2023-01-19 06:00:00
16,1674259200,10000,0.0,2023-01-21 00:00:00,804,Clouds,陰，多雲,290.1,289.47,290.1,290.1,1021,1021,1009,62,0.0,2.81,26,,24.0753,120.5694,500,彰化縣彰化市,2023-01-19 06:00:00
17,1674270000,10000,0.0,2023-01-21 03:00:00,804,Clouds,陰，多雲,292.79,292.25,292.79,292.79,1021,1021,1008,55,0.0,2.78,342,,24.0753,120.5694,500,彰化縣彰化市,2023-01-19 06:00:00
18,1674280800,10000,0.0,2023-01-21 06:00:00,803,Clouds,多雲,294.96,294.58,294.96,294.96,1018,1018,1005,53,0.0,4.21,345,,24.0753,120.5694,500,彰化縣彰化市,2023-01-19 06:00:00
19,1674291600,10000,0.0,2023-01-21 09:00:00,800,Clear,晴,293.29,293.03,293.29,293.29,1017,1017,1005,64,0.0,4.82,354,,24.0753,120.5694,500,彰化縣彰化市,2023-01-19 06:00:00
20,1674302400,10000,0.0,2023-01-21 12:00:00,800,Clear,晴,290.91,290.8,290.91,290.91,1019,1019,1006,79,0.0,3.25,17,,24.0753,120.5694,500,彰化縣彰化市,2023-01-19 06:00:00
21,1674313200,10000,0.0,2023-01-21 15:00:00,800,Clear,晴,290.32,290.13,290.32,290.32,1019,1019,1006,78,0.0,0.66,68,,24.0753,120.5694,500,彰化縣彰化市,2023-01-19 06:00:00
22,1674324000,10000,0.0,2023-01-21 18:00:00,800,Clear,晴,289.72,289.52,289.72,289.72,1019,1019,1006,80,0.0,0.53,87,,24.0753,120.5694,500,彰化縣彰化市,2023-01-19 06:00:00
23,1674334800,10000,0.0,2023-01-21 21:00:00,800,Clear,晴,289.08,288.77,289.08,289.08,1018,1018,1005,78,0.0,1.62,135,,24.0753,120.5694,500,彰化縣彰化市,2023-01-19 06:00:00
24,1674345600,10000,0.0,2023-01-22 00:00:00,800,Clear,晴,290.63,290.26,290.63,290.63,1019,1019,1007,70,0.0,0.63,177,,24.0753,120.5694,500,彰化縣彰化市,2023-01-19 06:00:00
25,1674356400,10000,0.0,2023-01-22 03:00:00,800,Clear,晴,294.51,294.29,294.51,294.51,1019,1019,1007,61,0.0,2.68,309,,24.0753,120.5694,500,彰化縣彰化市,2023-01-19 06:00:00
26,1674367200,10000,0.0,2023-01-22 06:00:00,800,Clear,晴,295.56,295.37,295.56,295.56,1015,1015,1003,58,0.0,2.98,331,,24.0753,120.5694,500,彰化縣彰化市,2023-01-19 06:00:00
27,1674378000,10000,0.0,2023-01-22 09:00:00,800,Clear,晴,292.94,292.78,292.94,292.94,1015,1015,1003,69,0.0,3.61,339,,24.0753,120.5694,500,彰化縣彰化市,2023-01-19 06:00:00
28,1674388800,10000,0.0,2023-01-22 12:00:00,800,Clear,晴,290.63,290.5,290.63,290.63,1017,1017,1005,79,0.0,2.64,16,,24.0753,120.5694,500,彰化縣彰化市,2023-01-19 06:00:00
29,1674399600,10000,0.0,2023-01-22 15:00:00,800,Clear,晴,290.62,290.3,290.62,290.62,1017,1017,1004,72,0.0,1.31,71,,24.0753,120.5694,500,彰化縣彰化市,2023-01-19 06:00:00
30,1674410400,10000,0.0,2023-01-22 18:00:00,800,Clear,晴,290.28,289.77,290.28,290.28,1017,1017,1004,66,0.0,0.51,82,,24.0753,120.5694,500,彰化縣彰化市,2023-01-19 06:00:00
31,1674421200,10000,0.0,2023-01-22 21:00:00,800,Clear,晴,289.6,288.97,289.6,289.6,1016,1016,1003,64,0.0,1.93,34,,24.0753,120.5694,500,彰化縣彰化市,2023-01-19 06:00:00
32,1674432000,10000,0.0,2023-01-23 00:00:00,800,Clear,晴,290.97,290.37,290.97,290.97,1017,1017,1004,60,0.0,2.11,19,,24.0753,120.5694,500,彰化縣彰化市,2023-01-19 06:00:00
33,1674442800,10000,0.0,2023-01-23 03:00:00,800,Clear,晴,295.04,294.83,295.04,295.04,1017,1017,1004,59,0.0,3.79,344,,24.0753,120.5694,500,彰化縣彰化市,2023-01-19 06:00:00
34,1674453600,10000,0.0,2023-01-23 06:00:00,800,Clear,晴,295.68,295.58,295.68,295.68,1014,1014,1002,61,0.0,5.71,351,,24.0753,120.5694,500,彰化縣彰化市,2023-01-19 06:00:00
35,1674464400,10000,0.0,2023-01-23 09:00:00,800,Clear,晴,293.19,293.13,293.19,293.19,1015,1015,1002,72,0.0,6.89,7,,24.0753,120.5694,500,彰化縣彰化市,2023-01-19 06:00:00
36,1674475200,10000,0.0,2023-01-23 12:00:00,800,Clear,晴,290.74,290.64,290.74,290.74,1016,1016,1004,80,0.0,6.34,15,,24.0753,120.5694,500,彰化縣彰化市,2023-01-19 06:00:00
37,1674486000,10000,0.0,2023-01-23 15:00:00,802,Clouds,多雲,289.87,289.69,289.87,289.87,1017,1017,1004,80,0.0,6.0,25,,24.0753,120.5694,500,彰化縣彰化市,2023-01-19 06:00:00
38,1674496800,10000,0.0,2023-01-23 18:00:00,803,Clouds,多雲,289.76,289.54,289.76,289.76,1017,1017,1005,79,0.0,6.74,21,,24.0753,120.5694,500,彰化縣彰化市,2023-01-19 06:00:00
39,1674507600,10000,0.01,2023-01-23 21:00:00,804,Clouds,陰，多雲,289.44,289.14,289.44,289.44,1017,1017,1005,77,0.0,8.44,17,,24.0753,120.5694,500,彰化縣彰化市,2023-01-19 06:00:00
0,1674086400,10000,0.0,2023-01-19 00:00:00,800,Clear,晴,286.19,285.72,286.19,288.33,1023,1023,1009,83,-2.14,4.4,21,,24.0753,120.5694,500,彰化縣彰化市,2023-01-19 07:00:00
1,1674097200,10000,0.0,2023-01-19 03:00:00,800,Clear,晴,288.47,287.96,288.47,293.02,1023,1023,1010,73,-4.55,5.63,1,,24.0753,120.5694,500,彰化縣彰化市,2023-01-19 07:00:00
2,1674108000,10000,0.0,2023-01-19 06:00:00,800,Clear,晴,291.57,291.06,291.57,294.26,1020,1020,1007,61,-2.69,6.63,354,,24.0753,120.5694,500,彰化縣彰化市,2023-01-19 07:00:00
3,1674118800,10000,0.0,2023-01-19 09:00:00,800,Clear,晴,291.89,291.46,291.89,291.89,1019,1019,1007,63,0.0,6.4,5,,24.0753,120.5694,500,彰化縣彰化市,2023-01-19 07:00:00
4,1674129600,10000,0.0,2023-01-19 12:00:00,800,Clear,晴,289.67,289.28,289.67,289.67,1021,1021,1008,73,0.0,5.49,16,,24.0753,120.5694,500,彰化縣彰化市,2023-01-19 07:00:00
5,1674140400,10000,0.0,2023-01-19 15:00:00,800,Clear,晴,288.89,288.5,288.89,288.89,1021,1021,1009,76,0.0,4.84,19,,24.0753,120.5694,500,彰化縣彰化市,2023-01-19 07:00:00
6,1674151200,10000,0.0,2023-01-19 18:00:00,800,Clear,晴,288.18,287.75,288.18,288.18,1022,1022,1009,77,0.0,5.06,22,,24.0753,120.5694,500,彰化縣彰化市,2023-01-19 07:00:00
7,1674162000,10000,0.0,2023-01-19 21:00:00,800,Clear,晴,287.69,287.21,287.69,287.69,1021,1021,1008,77,0.0,5.48,26,,24.0753,120.5694,500,彰化縣彰化市,2023-01-19 07:00:00
8,1674172800,10000,0.0,2023-01-20 00:00:00,800,Clear,晴,289.04,288.49,289.04,289.04,1023,1023,1010,69,0.0,5.02,24,,24.0753,120.5694,500,彰化縣彰化市,2023-01-19 07:00:00
9,1674183600,10000,0.0,2023-01-20 03:00:00,800,Clear,晴,293.68,293.15,293.68,293.68,1022,1022,1010,52,0.0,5.49,3,,24.0753,120.5694,500,彰化縣彰化市,2023-01-19 07:00:00
10,1674194400,10000,0.0,2023-01-20 06:00:00,800,Clear,晴,294.69,294.23,294.69,294.69,1019,1019,1007,51,0.0,7.4,359,,24.0753,120.5694,500,彰化縣彰化市,2023-01-19 07:00:00
11,1674205200,10000,0.0,2023-01-20 09:00:00,800,Clear,晴,292.27,291.78,292.27,292.27,1019,1019,1007,59,0.0,7.49,8,,24.0753,120.5694,500,彰化縣彰化市,2023-01-19 07:00:00
12,1674216000,10000,0.0,2023-01-20 12:00:00,800,Clear,晴,289.61,289.03,289.61,289.61,1021,1021,1008,66,0.0,6.24,19,,24.0753,120.5694,500,彰化縣彰化市,2023-01-19 07:00:00
13,1674226800,10000,0.0,2023-01-20 15:00:00,800,Clear,晴,288.87,288.27,288.87,288.87,1021,1021,1009,68,0.0,4.87,22,,24.0753,120.5694,500,彰化縣彰化市,2023-01-19 07:00:00
14,1674237600,10000,0.0,2023-01-20 18:00:00,802,Clouds,多雲,289.01,288.4,289.01,289.01,1021,1021,1008,67,0.0,4.3,23,,24.0753,120.5694,500,彰化縣彰化市,2023-01-19 07:00:00
15,1674248400,10000,0.0,2023-01-20 21:00:00,804,Clouds,陰，多雲,289.25,288.64,289.25,289.25,1020,1020,1008,66,0.0,4.06,31,,24.0753,120.5694,500,彰化縣彰化市,2023-01-19 07:00:00
16,1674259200,10000,0.0,2023-01-21 00:00:00,804,Clouds,陰，多雲,290.1,289.47,290.1,290.1,1021,1021,1009,62,0.0,2.81,26,,24.0753,120.5694,500,彰化縣彰化市,2023-01-19 07:00:00
17,1674270000,10000,0.0,2023-01-21 03:00:00,804,Clouds,陰，多雲,292.79,292.25,292.79,292.79,1021,1021,1008,55,0.0,2.78,342,,24.0753,120.5694,500,彰化縣彰化市,2023-01-19 07:00:00
18,1674280800,10000,0.0,2023-01-21 06:00:00,803,Clouds,多雲,294.96,294.58,294.96,294.96,1018,1018,1005,53,0.0,4.21,345,,24.0753,120.5694,500,彰化縣彰化市,2023-01-19 07:00:00
19,1674291600,10000,0.0,2023-01-21 09:00:00,800,Clear,晴,293.29,293.03,293.29,293.29,1017,1017,1005,64,0.0,4.82,354,,24.0753,120.5694,500,彰化縣彰化市,2023-01-19 07:00:00
20,1674302400,10000,0.0,2023-01-21 12:00:00,800,Clear,晴,290.91,290.8,290.91,290.91,1019,1019,1006,79,0.0,3.25,17,,24.0753,120.5694,500,彰化縣彰化市,2023-01-19 07:00:00
21,1674313200,10000,0.0,2023-01-21 15:00:00,800,Clear,晴,290.32,290.13,290.32,290.32,1019,1019,1006,78,0.0,0.66,68,,24.0753,120.5694,500,彰化縣彰化市,2023-01-19 07:00:00
22,1674324000,10000,0.0,2023-01-21 18:00:00,800,Clear,晴,289.72,289.52,289.72,289.72,1019,1019,1006,80,0.0,0.53,87,,24.0753,120.5694,500,彰化縣彰化市,2023-01-19 07:00:00
23,1674334800,10000,0.0,2023-01-21 21:00:00,800,Clear,晴,289.08,288.77,289.08,289.08,1018,1018,1005,78,0.0,1.62,135,,24.0753,120.5694,500,彰化縣彰化市,2023-01-19 07:00:00
24,1674345600,10000,0.0,2023-01-22 00:00:00,800,Clear,晴,290.63,290.26,290.63,290.63,1019,1019,1007,70,0.0,0.63,177,,24.0753,120.5694,500,彰化縣彰化市,2023-01-19 07:00:00
25,1674356400,10000,0.0,2023-01-22 03:00:00,800,Clear,晴,294.51,294.29,294.51,294.51,1019,1019,1007,61,0.0,2.68,309,,24.0753,120.5694,500,彰化縣彰化市,2023-01-19 07:00:00
26,1674367200,10000,0.0,2023-01-22 06:00:00,800,Clear,晴,295.56,295.37,295.56,295.56,1015,1015,1003,58,0.0,2.98,331,,24.0753,120.5694,500,彰化縣彰化市,2023-01-19 07:00:00
27,1674378000,10000,0.0,2023-01-22 09:00:00,800,Clear,晴,292.94,292.78,292.94,292.94,1015,1015,1003,69,0.0,3.61,339,,24.0753,120.5694,500,彰化縣彰化市,2023-01-19 07:00:00
28,1674388800,10000,0.0,2023-01-22 12:00:00,800,Clear,晴,290.63,290.5,290.63,290.63,1017,1017,1005,79,0.0,2.64,16,,24.0753,120.5694,500,彰化縣彰化市,2023-01-19 07:00:00
29,1674399600,10000,0.0,2023-01-22 15:00:00,800,Clear,晴,290.62,290.3,290.62,290.62,1017,1017,1004,72,0.0,1.31,71,,24.0753,120.5694,500,彰化縣彰化市,2023-01-19 07:00:00
30,1674410400,10000,0.0,2023-01-22 18:00:00,800,Clear,晴,290.28,289.77,290.28,290.28,1017,1017,1004,66,0.0,0.51,82,,24.0753,120.5694,500,彰化縣彰化市,2023-01-19 07:00:00
31,1674421200,10000,0.0,2023-01-22 21:00:00,800,Clear,晴,289.6,288.97,289.6,289.6,1016,1016,1003,64,0.0,1.93,34,,24.0753,120.5694,500,彰化縣彰化市,2023-01-19 07:00:00
32,1674432000,10000,0.0,2023-01-23 00:00:00,800,Clear,晴,290.97,290.37,290.97,290.97,1017,1017,1004,60,0.0,2.11,19,,24.0753,120.5694,500,彰化縣彰化市,2023-01-19 07:00:00
33,1674442800,10000,0.0,2023-01-23 03:00:00,800,Clear,晴,295.04,294.83,295.04,295.04,1017,1017,1004,59,0.0,3.79,344,,24.0753,120.5694,500,彰化縣彰化市,2023-01-19 07:00:00
34,1674453600,10000,0.0,2023-01-23 06:00:00,800,Clear,晴,295.68,295.58,295.68,295.68,1014,1014,1002,61,0.0,5.71,351,,24.0753,120.5694,500,彰化縣彰化市,2023-01-19 07:00:00
35,1674464400,10000,0.0,2023-01-23 09:00:00,800,Clear,晴,293.19,293.13,293.19,293.19,1015,1015,1002,72,0.0,6.89,7,,24.0753,120.5694,500,彰化縣彰化市,2023-01-19 07:00:00
36,1674475200,10000,0.0,2023-01-23 12:00:00,800,Clear,晴,290.74,290.64,290.74,290.74,1016,1016,1004,80,0.0,6.34,15,,24.0753,120.5694,500,彰化縣彰化市,2023-01-19 07:00:00
37,1674486000,10000,0.0,2023-01-23 15:00:00,802,Clouds,多雲,289.87,289.69,289.87,289.87,1017,1017,1004,80,0.0,6.0,25,,24.0753,120.5694,500,彰化縣彰化市,2023-01-19 07:00:00
38,1674496800,10000,0.0,2023-01-23 18:00:00,803,Clouds,多雲,289.76,289.54,289.76,289.76,1017,1017,1005,79,0.0,6.74,21,,24.0753,120.5694,500,彰化縣彰化市,2023-01-19 07:00:00
